Country,Element,Item,Year,Value
Germany,Import Quantity,Rice (Milled Equivalent),1965,190000
Germany,Import Quantity,Rice (Milled Equivalent),1970,181000
Germany,Import Quantity,Rice (Milled Equivalent),1975,166000
Germany,Import Quantity,Rice (Milled Equivalent),1980,188000
Germany,Import Quantity,Rice (Milled Equivalent),1985,220000
Germany,Import Quantity,Rice (Milled Equivalent),1990,208000
Germany,Import Quantity,Rice (Milled Equivalent),1995,212000
Germany,Import Quantity,Rice (Milled Equivalent),2000,266000
Germany,Import Quantity,Rice (Milled Equivalent),2005,289000
Germany,Import Quantity,Rice (Milled Equivalent),2010,350000
Germany,Import Quantity,Rice (Milled Equivalent),2011,416000
Germany,Import Quantity,Rice (Milled Equivalent),2012,408000
Germany,Import Quantity,Rice (Milled Equivalent),2013,407000
Germany,Production,Barley and products,1965,5016000
Germany,Production,Barley and products,1970,6680000
Germany,Production,Barley and products,1975,10651000
Germany,Production,Barley and products,1980,12805000
Germany,Production,Barley and products,1985,14056000
Germany,Production,Barley and products,1990,13992000
Germany,Production,Barley and products,1995,11891000
Germany,Production,Barley and products,2000,12106000
Germany,Production,Barley and products,2005,11614000
Germany,Production,Barley and products,2010,10412000
Germany,Production,Barley and products,2011,8734000
Germany,Production,Barley and products,2012,10391000
Germany,Production,Barley and products,2013,10344000
Germany,Import Quantity,Barley and products,1965,1845000
Germany,Import Quantity,Barley and products,1970,3038000
Germany,Import Quantity,Barley and products,1975,2066000
Germany,Import Quantity,Barley and products,1980,1802000
Germany,Import Quantity,Barley and products,1985,2274000
Germany,Import Quantity,Barley and products,1990,1437000
Germany,Import Quantity,Barley and products,1995,1323000
Germany,Import Quantity,Barley and products,2000,1041000
Germany,Import Quantity,Barley and products,2005,981000
Germany,Import Quantity,Barley and products,2010,1626000
Germany,Import Quantity,Barley and products,2011,1796000
Germany,Import Quantity,Barley and products,2012,1809000
Germany,Import Quantity,Barley and products,2013,1466000
Germany,Production,Maize and products,1965,99000
Germany,Production,Maize and products,1970,521000
Germany,Production,Maize and products,1975,532000
Germany,Production,Maize and products,1980,676000
Germany,Production,Maize and products,1985,1205000
Germany,Production,Maize and products,1990,1552000
Germany,Production,Maize and products,1995,2395000
Germany,Production,Maize and products,2000,3324000
Germany,Production,Maize and products,2005,4083000
Germany,Production,Maize and products,2010,4073000
Germany,Production,Maize and products,2011,5184000
Germany,Production,Maize and products,2012,5515000
Germany,Production,Maize and products,2013,4387000
Germany,Import Quantity,Maize and products,1965,2515000
Germany,Import Quantity,Maize and products,1970,3003000
Germany,Import Quantity,Maize and products,1975,4849000
Germany,Import Quantity,Maize and products,1980,5579000
Germany,Import Quantity,Maize and products,1985,2313000
Germany,Import Quantity,Maize and products,1990,2200000
Germany,Import Quantity,Maize and products,1995,1071000
Germany,Import Quantity,Maize and products,2000,1216000
Germany,Import Quantity,Maize and products,2005,1921000
Germany,Import Quantity,Maize and products,2010,2126000
Germany,Import Quantity,Maize and products,2011,2200000
Germany,Import Quantity,Maize and products,2012,2542000
Germany,Import Quantity,Maize and products,2013,2465000
Germany,Import Quantity,Millet and products,1965,17000
Germany,Import Quantity,Millet and products,1970,18000
Germany,Import Quantity,Millet and products,1975,24000
Germany,Import Quantity,Millet and products,1980,27000
Germany,Import Quantity,Millet and products,1985,31000
Germany,Import Quantity,Millet and products,1990,31000
Germany,Import Quantity,Millet and products,1995,14000
Germany,Import Quantity,Millet and products,2000,17000
Germany,Import Quantity,Millet and products,2005,25000
Germany,Import Quantity,Millet and products,2010,23000
Germany,Import Quantity,Millet and products,2011,19000
Germany,Import Quantity,Millet and products,2012,19000
Germany,Import Quantity,Millet and products,2013,19000
Ghana,Total Population - Both sexes,Population,1965,7711000
Ghana,Total Population - Both sexes,Population,1970,8597000
Ghana,Total Population - Both sexes,Population,1975,9832000
Ghana,Total Population - Both sexes,Population,1980,10802000
Ghana,Total Population - Both sexes,Population,1985,12717000
Ghana,Total Population - Both sexes,Population,1990,14629000
Ghana,Total Population - Both sexes,Population,1995,16761000
Ghana,Total Population - Both sexes,Population,2000,18825000
Ghana,Total Population - Both sexes,Population,2005,21384000
Ghana,Total Population - Both sexes,Population,2010,24263000
Ghana,Total Population - Both sexes,Population,2011,24821000
Ghana,Total Population - Both sexes,Population,2012,25366000
Ghana,Total Population - Both sexes,Population,2013,25905000
Ghana,Import Quantity,Wheat and products,1965,52000
Ghana,Import Quantity,Wheat and products,1970,86000
Ghana,Import Quantity,Wheat and products,1975,85000
Ghana,Import Quantity,Wheat and products,1980,132000
Ghana,Import Quantity,Wheat and products,1985,77000
Ghana,Import Quantity,Wheat and products,1990,196000
Ghana,Import Quantity,Wheat and products,1995,133000
Ghana,Import Quantity,Wheat and products,2000,292000
Ghana,Import Quantity,Wheat and products,2005,421000
Ghana,Import Quantity,Wheat and products,2010,419000
Ghana,Import Quantity,Wheat and products,2011,475000
Ghana,Import Quantity,Wheat and products,2012,381000
Ghana,Import Quantity,Wheat and products,2013,407000
Ghana,Production,Rice (Milled Equivalent),1965,22000
Ghana,Production,Rice (Milled Equivalent),1970,33000
Ghana,Production,Rice (Milled Equivalent),1975,47000
Ghana,Production,Rice (Milled Equivalent),1980,52000
Ghana,Production,Rice (Milled Equivalent),1985,53000
Ghana,Production,Rice (Milled Equivalent),1990,54000
Ghana,Production,Rice (Milled Equivalent),1995,135000
Ghana,Production,Rice (Milled Equivalent),2000,166000
Ghana,Production,Rice (Milled Equivalent),2005,191000
Ghana,Production,Rice (Milled Equivalent),2010,328000
Ghana,Production,Rice (Milled Equivalent),2011,309000
Ghana,Production,Rice (Milled Equivalent),2012,321000
Ghana,Production,Rice (Milled Equivalent),2013,380000
Ghana,Import Quantity,Rice (Milled Equivalent),1965,33000
Ghana,Import Quantity,Rice (Milled Equivalent),1970,59000
Ghana,Import Quantity,Rice (Milled Equivalent),1975,0
Ghana,Import Quantity,Rice (Milled Equivalent),1980,73000
Ghana,Import Quantity,Rice (Milled Equivalent),1985,67000
Ghana,Import Quantity,Rice (Milled Equivalent),1990,126000
Ghana,Import Quantity,Rice (Milled Equivalent),1995,116000
Ghana,Import Quantity,Rice (Milled Equivalent),2000,172000
Ghana,Import Quantity,Rice (Milled Equivalent),2005,482000
Ghana,Import Quantity,Rice (Milled Equivalent),2010,324000
Ghana,Import Quantity,Rice (Milled Equivalent),2011,558000
Ghana,Import Quantity,Rice (Milled Equivalent),2012,410000
Ghana,Import Quantity,Rice (Milled Equivalent),2013,656000
Ghana,Import Quantity,Barley and products,1965,7000
Ghana,Import Quantity,Barley and products,1970,8000
Ghana,Import Quantity,Barley and products,1975,17000
Ghana,Import Quantity,Barley and products,1980,7000
Ghana,Import Quantity,Barley and products,1985,10000
Ghana,Import Quantity,Barley and products,1990,9000
Ghana,Import Quantity,Barley and products,1995,16000
Ghana,Import Quantity,Barley and products,2000,22000
Ghana,Import Quantity,Barley and products,2005,38000
Ghana,Import Quantity,Barley and products,2010,24000
Ghana,Import Quantity,Barley and products,2011,34000
Ghana,Import Quantity,Barley and products,2012,39000
Ghana,Import Quantity,Barley and products,2013,30000
Ghana,Production,Maize and products,1965,209000
Ghana,Production,Maize and products,1970,482000
Ghana,Production,Maize and products,1975,343000
Ghana,Production,Maize and products,1980,382000
Ghana,Production,Maize and products,1985,584000
Ghana,Production,Maize and products,1990,553000
Ghana,Production,Maize and products,1995,1034000
Ghana,Production,Maize and products,2000,1013000
Ghana,Production,Maize and products,2005,1171000
Ghana,Production,Maize and products,2010,1872000
Ghana,Production,Maize and products,2011,1684000
Ghana,Production,Maize and products,2012,1950000
Ghana,Production,Maize and products,2013,1764000
Ghana,Import Quantity,Maize and products,1965,1000
Ghana,Import Quantity,Maize and products,1970,5000
Ghana,Import Quantity,Maize and products,1975,0
Ghana,Import Quantity,Maize and products,1980,40000
Ghana,Import Quantity,Maize and products,1985,0
Ghana,Import Quantity,Maize and products,1990,8000
Ghana,Import Quantity,Maize and products,1995,10000
Ghana,Import Quantity,Maize and products,2000,7000
Ghana,Import Quantity,Maize and products,2005,57000
Ghana,Import Quantity,Maize and products,2010,2000
Ghana,Import Quantity,Maize and products,2011,13000
Ghana,Import Quantity,Maize and products,2012,115000
Ghana,Import Quantity,Maize and products,2013,6000
Ghana,Production,Millet and products,1965,57000
Ghana,Production,Millet and products,1970,141000
Ghana,Production,Millet and products,1975,122000
Ghana,Production,Millet and products,1980,82000
Ghana,Production,Millet and products,1985,112000
Ghana,Production,Millet and products,1990,75000
Ghana,Production,Millet and products,1995,201000
Ghana,Production,Millet and products,2000,169000
Ghana,Production,Millet and products,2005,185000
Ghana,Production,Millet and products,2010,219000
Ghana,Production,Millet and products,2011,184000
Ghana,Production,Millet and products,2012,180000
Ghana,Production,Millet and products,2013,155000
Ghana,Import Quantity,Millet and products,1965,0
Ghana,Import Quantity,Millet and products,1970,0
Ghana,Import Quantity,Millet and products,1975,0
Ghana,Import Quantity,Millet and products,1980,0
Ghana,Import Quantity,Millet and products,1985,0
Ghana,Import Quantity,Millet and products,1990,0
Ghana,Import Quantity,Millet and products,1995,0
Ghana,Import Quantity,Millet and products,2000,0
Ghana,Import Quantity,Millet and products,2005,0
Ghana,Import Quantity,Millet and products,2010,0
Ghana,Import Quantity,Millet and products,2011,0
Ghana,Import Quantity,Millet and products,2012,0
Ghana,Import Quantity,Millet and products,2013,1000
Greece,Total Population - Both sexes,Population,1965,8551000
Greece,Total Population - Both sexes,Population,1970,8793000
Greece,Total Population - Both sexes,Population,1975,9047000
Greece,Total Population - Both sexes,Population,1980,9643000
Greece,Total Population - Both sexes,Population,1985,9934000
Greece,Total Population - Both sexes,Population,1990,10161000
Greece,Total Population - Both sexes,Population,1995,10672000
Greece,Total Population - Both sexes,Population,2000,10987000
Greece,Total Population - Both sexes,Population,2005,11042000
Greece,Total Population - Both sexes,Population,2010,11110000
Greece,Total Population - Both sexes,Population,2011,11119000
Greece,Total Population - Both sexes,Population,2012,11125000
Greece,Total Population - Both sexes,Population,2013,11128000
Greece,Production,Wheat and products,1965,2072000
Greece,Production,Wheat and products,1970,1931000
Greece,Production,Wheat and products,1975,2120000
Greece,Production,Wheat and products,1980,2970000
Greece,Production,Wheat and products,1985,1807000
Greece,Production,Wheat and products,1990,1939000
Greece,Production,Wheat and products,1995,2315000
Greece,Production,Wheat and products,2000,2326000
Greece,Production,Wheat and products,2005,2044000
Greece,Production,Wheat and products,2010,1663000
Greece,Production,Wheat and products,2011,1858000
Greece,Production,Wheat and products,2012,1837000
Greece,Production,Wheat and products,2013,1857000
Greece,Import Quantity,Wheat and products,1965,100000
Greece,Import Quantity,Wheat and products,1970,6000
Greece,Import Quantity,Wheat and products,1975,2000
Greece,Import Quantity,Wheat and products,1980,6000
Greece,Import Quantity,Wheat and products,1985,411000
Greece,Import Quantity,Wheat and products,1990,334000
Greece,Import Quantity,Wheat and products,1995,736000
Greece,Import Quantity,Wheat and products,2000,590000
Greece,Import Quantity,Wheat and products,2005,989000
Greece,Import Quantity,Wheat and products,2010,964000
Greece,Import Quantity,Wheat and products,2011,1058000
Greece,Import Quantity,Wheat and products,2012,1021000
Greece,Import Quantity,Wheat and products,2013,993000
Greece,Production,Rice (Milled Equivalent),1965,70000
Greece,Production,Rice (Milled Equivalent),1970,53000
Greece,Production,Rice (Milled Equivalent),1975,68000
